Starting date;Indicator;Sectors;City;value (Multiple units)
2025-06-15;Number of Transactions Change %;Total;OTHER;-5.3163655292393255
2025-06-15;Value of Transactions (In Thousand SAR);Total;BURAIDAH;270344.0
2025-06-15;Value of Transactions Change %;Total;KHOBAR;5.148404245074058
2025-06-15;Number of Transactions (In Thousand);Construction & Building Materials;Total;1543.0
2025-06-15;Number of Transactions (In Thousand);Other;Total;39767.0
2025-06-15;Number of Transactions Change %;Gas Stations;Total;1.0291928280147582
2025-06-15;Number of Transactions Change %;Recreation and Culture;Total;-5.090595340811044
2025-06-15;Number of Transactions Change %;Beverage and Food;Total;-0.378929835519467
2025-06-15;Value of Transactions Change %;Total;MADINA;-11.726664758613005
2025-06-15;Value of Transactions Change %;Total;OTHER;-10.41739070518884
2025-06-15;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;1486.0
2025-06-15;Number of Transactions (In Thousand);Recreation and Culture;Total;2200.0
2025-06-15;Number of Transactions (In Thousand);Restaurants & Café;Total;55418.0
2025-06-15;Number of Transactions Change %;Construction & Building Materials;Total;5.252387448840382
2025-06-15;Number of Transactions Change %;Health;Total;1.1314809510169006
2025-06-15;Number of Transactions Change %;Other;Total;-0.889741800418702
2025-06-15;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;304105.0
2025-06-15;Value of Transactions (In Thousand SAR);Education;Total;193267.0
2025-06-15;Value of Transactions (In Thousand SAR);Hotels;Total;165650.0
2025-06-15;Value of Transactions (In Thousand SAR);Jewelry;Total;261784.0
2025-06-15;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1544745.0
2025-06-15;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1602710.0
2025-06-15;Value of Transactions (In Thousand SAR);Telecommunication;Total;89326.0
2025-06-15;Value of Transactions Change %;Health;Total;16.803179936893006
2025-06-15;Value of Transactions Change %;Miscellaneous Goods and Services;Total;2.136917567769418
2025-06-15;Value of Transactions Change %;Telecommunication;Total;4.843953567530136
2025-06-15;Value of Transactions Change %;Total;Total;-1.5403649287611583
2025-06-15;Number of Transactions (In Thousand);Total;HAIL;3423.0
2025-06-15;Number of Transactions (In Thousand);Total;KHOBAR;4286.0
2025-06-15;Number of Transactions Change %;Total;HAIL;-7.909604519774012
2025-06-15;Number of Transactions Change %;Total;RIYADH;6.441842666623243
2025-06-15;Value of Transactions (In Thousand SAR);Total;HAIL;159814.0
2025-06-15;Value of Transactions (In Thousand SAR);Total;ABHA;141954.0
2025-06-15;Value of Transactions (In Thousand SAR);Total;MAKKAH;392493.0
2025-06-15;Value of Transactions (In Thousand SAR);Total;KHOBAR;327552.0
2025-06-15;Value of Transactions (In Thousand SAR);Total;MADINA;404035.0
2025-06-15;Value of Transactions (In Thousand SAR);Total;DAMMAM;570283.0
2025-06-15;Value of Transactions (In Thousand SAR);Public Utilities;Total;40617.0
2025-06-15;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;197358.0
2025-06-15;Value of Transactions (In Thousand SAR);Transportation;Total;628665.0
2025-06-15;Value of Transactions (In Thousand SAR);Total;Total;10944967.0
2025-06-15;Value of Transactions Change %;Construction & Building Materials;Total;25.607167049415963
2025-06-15;Value of Transactions Change %;Electronic & Electric Devices;Total;16.80998613037448
2025-06-15;Value of Transactions Change %;Recreation and Culture;Total;-14.725694459447197
2025-06-15;Value of Transactions Change %;Transportation;Total;28.728248895295742
2025-06-15;Number of Transactions (In Thousand);Total;TABOUK;4329.0
2025-06-15;Number of Transactions (In Thousand);Beverage and Food;Total;47848.0
2025-06-15;Number of Transactions (In Thousand);Transportation;Total;2487.0
2025-06-15;Number of Transactions Change %;Education;Total;96.42857142857143
2025-06-15;Number of Transactions Change %;Furniture;Total;-3.3393501805054155
2025-06-15;Number of Transactions Change %;Miscellaneous Goods and Services;Total;-2.8932829310846175
2025-06-15;Number of Transactions Change %;Restaurants & Café;Total;0.2441980355624695
2025-06-15;Number of Transactions (In Thousand);Total;ABHA;3061.0
2025-06-15;Number of Transactions (In Thousand);Total;OTHER;69120.0
2025-06-15;Number of Transactions Change %;Total;TABOUK;4.8437878420925164
2025-06-15;Number of Transactions Change %;Total;BURAIDAH;-4.900959771288544
2025-06-15;Value of Transactions (In Thousand SAR);Total;JEDDAH;1599479.0
2025-06-15;Value of Transactions (In Thousand SAR);Total;RIYADH;3911281.0
2025-06-15;Value of Transactions Change %;Total;HAIL;-12.258567491297999
2025-06-15;Value of Transactions Change %;Total;JEDDAH;0.38919761648626294
2025-06-15;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;155807.0
2025-06-15;Value of Transactions (In Thousand SAR);Gas Stations;Total;813506.0
2025-06-15;Value of Transactions Change %;Gas Stations;Total;-5.125406144236309
2025-06-15;Value of Transactions Change %;Public Utilities;Total;3.5091743119266057
2025-06-15;Value of Transactions Change %;Restaurants & Café;Total;-14.32372232532188
2025-06-15;Value of Transactions Change %;Beverage and Food;Total;-7.224592999428081
2025-06-15;Value of Transactions Change %;Other;Total;-5.061191542198498
2025-06-15;Number of Transactions (In Thousand);Total;MAKKAH;7605.0
2025-06-15;Number of Transactions (In Thousand);Total;MADINA;8022.0
2025-06-15;Number of Transactions (In Thousand);Total;JEDDAH;24297.0
2025-06-15;Number of Transactions (In Thousand);Total;RIYADH;65367.0
2025-06-15;Number of Transactions Change %;Total;MADINA;-7.238667900092508
2025-06-15;Value of Transactions (In Thousand SAR);Total;TABOUK;203456.0
2025-06-15;Value of Transactions Change %;Total;TABOUK;2.9599153876127873
2025-06-15;Value of Transactions Change %;Total;ABHA;-7.829260057657844
2025-06-15;Value of Transactions Change %;Total;MAKKAH;-24.174257425742574
2025-06-15;Value of Transactions Change %;Total;DAMMAM;8.39223840541008
2025-06-15;Number of Transactions (In Thousand);Clothing and Footwear;Total;4597.0
2025-06-15;Number of Transactions (In Thousand);Gas Stations;Total;15608.0
2025-06-15;Number of Transactions (In Thousand);Jewelry;Total;221.0
2025-06-15;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;20037.0
2025-06-15;Number of Transactions (In Thousand);Telecommunication;Total;1864.0
2025-06-15;Number of Transactions (In Thousand);Total;Total;202512.0
2025-06-15;Number of Transactions Change %;Clothing and Footwear;Total;-8.096761295481807
2025-06-15;Number of Transactions Change %;Electronic & Electric Devices;Total;1.990391214824983
2025-06-15;Number of Transactions Change %;Public Utilities;Total;-1.2030075187969926
2025-06-15;Number of Transactions Change %;Jewelry;Total;-10.526315789473683
2025-06-15;Number of Transactions Change %;Telecommunication;Total;3.154399557277255
2025-06-08;Number of Transactions (In Thousand);Clothing and Footwear;Total;5002.0
2025-06-08;Number of Transactions (In Thousand);Jewelry;Total;247.0
2025-06-08;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;20634.0
2025-06-08;Number of Transactions (In Thousand);Recreation and Culture;Total;2318.0
2025-06-08;Number of Transactions (In Thousand);Other;Total;40124.0
2025-06-08;Number of Transactions Change %;Electronic & Electric Devices;Total;-14.19316843345112
2025-06-08;Number of Transactions Change %;Health;Total;-10.153133444859092
2025-06-08;Number of Transactions Change %;Hotels;Total;5.844155844155844
2025-06-08;Number of Transactions Change %;Public Utilities;Total;-11.686586985391765
2025-06-08;Number of Transactions Change %;Miscellaneous Goods and Services;Total;-17.559630828239243
2025-06-08;Number of Transactions Change %;Transportation;Total;-11.919831223628693
2025-06-08;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;655950.0
2025-06-08;Number of Transactions (In Thousand);Total;MADINA;8648.0
2025-06-08;Number of Transactions Change %;Total;BURAIDAH;-10.491683421677939
2025-06-08;Number of Transactions Change %;Total;RIYADH;-11.344179936190793
2025-06-08;Value of Transactions (In Thousand SAR);Total;MAKKAH;517625.0
2025-06-08;Value of Transactions (In Thousand SAR);Total;BURAIDAH;281281.0
2025-06-08;Value of Transactions (In Thousand SAR);Total;KHOBAR;311514.0
2025-06-08;Value of Transactions (In Thousand SAR);Total;MADINA;457709.0
2025-06-08;Value of Transactions Change %;Total;TABOUK;-27.52861528079833
2025-06-08;Value of Transactions (In Thousand SAR);Hotels;Total;182260.0
2025-06-08;Value of Transactions (In Thousand SAR);Jewelry;Total;300056.0
2025-06-08;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;1278711.0
2025-06-08;Value of Transactions (In Thousand SAR);Other;Total;2237319.0
2025-06-08;Value of Transactions Change %;Total;Total;-21.272093229300452
2025-06-08;Value of Transactions (In Thousand SAR);Education;Total;25232.0
2025-06-08;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;133385.0
2025-06-08;Value of Transactions Change %;Health;Total;-17.994830276888006
2025-06-08;Value of Transactions Change %;Furniture;Total;-19.99130034286884
2025-06-08;Value of Transactions Change %;Jewelry;Total;-12.861303990497847
2025-06-08;Value of Transactions Change %;Miscellaneous Goods and Services;Total;-27.84710059225019
2025-06-08;Value of Transactions Change %;Restaurants & Café;Total;-12.358165482960414
2025-06-08;Value of Transactions Change %;Other;Total;-20.299072758316907
2025-06-08;Number of Transactions (In Thousand);Total;DAMMAM;7878.0
2025-06-08;Number of Transactions Change %;Total;HAIL;-14.275830258302582
2025-06-08;Number of Transactions Change %;Total;JEDDAH;-5.643085562748616
2025-06-08;Value of Transactions (In Thousand SAR);Total;HAIL;182142.0
2025-06-08;Value of Transactions (In Thousand SAR);Total;RIYADH;3585913.0
2025-06-08;Value of Transactions (In Thousand SAR);Total;OTHER;3308986.0
2025-06-08;Value of Transactions Change %;Total;ABHA;-21.361062462023927
2025-06-08;Number of Transactions Change %;Gas Stations;Total;-3.900223936302563
2025-06-08;Number of Transactions Change %;Furniture;Total;-28.33117723156533
2025-06-08;Number of Transactions Change %;Jewelry;Total;-26.706231454005934
2025-06-08;Number of Transactions Change %;Beverage and Food;Total;-6.833743914030221
2025-06-08;Number of Transactions Change %;Other;Total;-12.373880759991264
2025-06-08;Value of Transactions Change %;Total;MADINA;-22.708313632249435
2025-06-08;Value of Transactions Change %;Total;DAMMAM;-23.776264301122936
2025-06-08;Value of Transactions Change %;Total;RIYADH;-22.219597666444553
2025-06-08;Value of Transactions Change %;Total;JEDDAH;-14.339063496313406
2025-06-08;Number of Transactions (In Thousand);Construction & Building Materials;Total;1466.0
2025-06-08;Number of Transactions (In Thousand);Gas Stations;Total;15449.0
2025-06-08;Number of Transactions (In Thousand);Health;Total;6982.0
2025-06-08;Number of Transactions (In Thousand);Public Utilities;Total;665.0
2025-06-08;Number of Transactions (In Thousand);Telecommunication;Total;1807.0
2025-06-08;Number of Transactions Change %;Recreation and Culture;Total;-0.9401709401709402
2025-06-08;Number of Transactions Change %;Total;Total;-10.691699864578814
2025-06-08;Value of Transactions (In Thousand SAR);Health;Total;610075.0
2025-06-08;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1803002.0
2025-06-08;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1727516.0
2025-06-08;Value of Transactions Change %;Clothing and Footwear;Total;-51.43970772767148
2025-06-08;Value of Transactions Change %;Public Utilities;Total;-14.401640417084769
2025-06-08;Value of Transactions Change %;Recreation and Culture;Total;-21.059884099692
2025-06-08;Number of Transactions (In Thousand);Total;TABOUK;4129.0
2025-06-08;Number of Transactions (In Thousand);Total;MAKKAH;8510.0
2025-06-08;Number of Transactions (In Thousand);Total;BURAIDAH;4897.0
2025-06-08;Number of Transactions (In Thousand);Total;KHOBAR;4228.0
2025-06-08;Number of Transactions (In Thousand);Total;RIYADH;61411.0
2025-06-08;Number of Transactions Change %;Total;TABOUK;-12.595258255715494
2025-06-08;Number of Transactions Change %;Total;ABHA;-4.4343891402714934
2025-06-08;Number of Transactions Change %;Total;MAKKAH;-9.525834573676377
2025-06-08;Number of Transactions Change %;Total;KHOBAR;-9.387055293613374
2025-06-08;Number of Transactions Change %;Total;MADINA;-12.805001008267796
2025-06-08;Number of Transactions Change %;Total;DAMMAM;-13.741377422533668
2025-06-08;Value of Transactions (In Thousand SAR);Total;DAMMAM;526129.0
2025-06-08;Value of Transactions (In Thousand SAR);Total;JEDDAH;1593278.0
2025-06-08;Value of Transactions Change %;Total;MAKKAH;-4.862511280489485
2025-06-08;Value of Transactions Change %;Total;BURAIDAH;-21.44393181107288
2025-06-08;Value of Transactions Change %;Total;KHOBAR;-21.876779010249606
2025-06-08;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;242108.0
2025-06-08;Value of Transactions (In Thousand SAR);Furniture;Total;218883.0
2025-06-08;Value of Transactions (In Thousand SAR);Public Utilities;Total;39240.0
2025-06-08;Value of Transactions (In Thousand SAR);Transportation;Total;488366.0
2025-06-08;Value of Transactions (In Thousand SAR);Total;Total;11116197.0
2025-06-08;Value of Transactions Change %;Hotels;Total;-7.754754987802532
2025-06-08;Value of Transactions Change %;Telecommunication;Total;-28.83596999716009
2025-06-08;Value of Transactions Change %;Transportation;Total;-20.35649635512647
2025-06-08;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;1457.0
2025-06-08;Number of Transactions (In Thousand);Hotels;Total;652.0
2025-06-08;Number of Transactions (In Thousand);Transportation;Total;2505.0
2025-06-08;Number of Transactions Change %;Education;Total;-13.846153846153847
2025-06-08;Number of Transactions (In Thousand);Total;JEDDAH;24195.0
2025-06-08;Value of Transactions (In Thousand SAR);Total;TABOUK;197607.0
2025-06-08;Value of Transactions (In Thousand SAR);Gas Stations;Total;857454.0
2025-06-08;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;231439.0
2025-06-08;Value of Transactions (In Thousand SAR);Telecommunication;Total;85199.0
2025-06-08;Value of Transactions Change %;Construction & Building Materials;Total;-2.5769379345866597
2025-06-08;Value of Transactions Change %;Education;Total;-59.608119357110844
2025-06-08;Value of Transactions Change %;Electronic & Electric Devices;Total;-13.705764378598692
2025-06-08;Value of Transactions Change %;Gas Stations;Total;-5.954934916226852
2025-06-08;Value of Transactions Change %;Beverage and Food;Total;-18.65479108248163
2025-06-08;Number of Transactions (In Thousand);Total;HAIL;3717.0
2025-06-08;Number of Transactions (In Thousand);Total;ABHA;3168.0
2025-06-08;Number of Transactions (In Thousand);Total;OTHER;73001.0
2025-06-08;Number of Transactions Change %;Total;OTHER;-11.296750832341004
2025-06-08;Value of Transactions (In Thousand SAR);Total;ABHA;154012.0
2025-06-08;Value of Transactions Change %;Total;HAIL;-28.26485079300064
2025-06-08;Value of Transactions Change %;Total;OTHER;-23.821659511535692
2025-06-08;Number of Transactions (In Thousand);Education;Total;56.0
2025-06-08;Number of Transactions (In Thousand);Furniture;Total;1108.0
2025-06-08;Number of Transactions (In Thousand);Restaurants & Café;Total;55283.0
2025-06-08;Number of Transactions (In Thousand);Beverage and Food;Total;48030.0
